provider_id,provider_name,provider_city,provider_state,provider_zip_code,ms_drg_definition,total_discharges,average_covered_charges,average_total_payments,average_medicare_payments
330211,White Plains General Hospital 211,White Plains,NY,10601,331 - Major Small & Large Bowel Procedures w/o CC/MCC,80,95020.07,30938.38,25646.77
330198,Huntington General Hospital 198,Huntington,NY,11743,469 - Major Joint Replacement w MCC,62,120532.41,49388.38,40781.62
330189,Jamaica General Hospital 189,Jamaica,NY,11432,639 - Diabetes w/o CC/MCC,44,24415.15,6078.8,5482.78
330188,Melville General Hospital 188,Melville,NY,11747,249 - Perc Cardiovasc Proc w Non-Drug-Eluting Stent w MCC,1,37745.25,8697.48,7739.77
330032,Forest Hills General Hospital 32,Forest Hills,NY,11375,469 - Major Joint Replacement w MCC,69,131607.09,42962.9,34314.29
330109,Jamaica General Hospital 109,Jamaica,NY,11432,638 - Diabetes w CC,19,75306.83,14551.02,12340.83
330273,Stony Brook General Hospital 273,Stony Brook,NY,11790,179 - Respiratory Infections & Inflammations w/o CC/MCC,61,23978.84,9649.16,9087.36
330154,Great Neck General Hospital 154,Great Neck,NY,11021,"280 - Acute Myocardial Infarction, Discharged Alive w MCC",52,37566.31,8917.97,7766.71
330109,Jamaica General Hospital 109,Jamaica,NY,11432,391 - G.I. Obstruction w/o CC/MCC,68,35315.99,12446.97,10580.28
330039,Bay Shore General Hospital 39,Bay Shore,NY,11706,602 - Cellulitis w MCC,13,41007.38,9533.04,7874.02
330133,New Rochelle General Hospital 133,New Rochelle,NY,10801,379 - Gastrointestinal Hemorrhage w/o CC/MCC,69,58622.28,9004.71,7308.5
330263,Schenectady General Hospital 263,Schenectady,NY,12305,195 - Simple Pneumonia & Pleurisy w CC,68,29587.77,8556.39,7232.65
330104,Utica General Hospital 104,Utica,NY,13501,196 - Simple Pneumonia & Pleurisy w/o CC/MCC,40,107563.95,40465.6,34757.97
330206,Albany General Hospital 206,Albany,NY,12208,331 - Major Small & Large Bowel Procedures w/o CC/MCC,35,104478.94,25174.32,21287.74
330058,Garden City General Hospital 58,Garden City,NY,11530,"282 - Acute Myocardial Infarction, Discharged Alive w/o CC/MCC",98,63505.72,17988.14,15359.97
330147,Auburn General Hospital 147,Auburn,NY,13021,689 - Kidney & Urinary Tract Infections w MCC,15,64106.45,20941.48,16928.23
330185,Watertown General Hospital 185,Watertown,NY,13601,641 - Nutritional & Misc Metabolic Disorders w/o MCC,101,49697.82,14180.33,12383.08
330253,New Rochelle General Hospital 253,New Rochelle,NY,10801,330 - Major Small & Large Bowel Procedures w CC,62,44242.04,14090.68,12985.8
330005,Staten Island General Hospital 5,Staten Island,NY,10314,441 - Disorders of Pancreas Except Malignancy w/o CC/MCC,64,132230.05,30645.22,28708.39
330221,Mount Kisco General Hospital 221,Mount Kisco,NY,10549,639 - Diabetes w/o CC/MCC,37,29300.14,11264.47,10045.47
330003,Brooklyn General Hospital 3,Brooklyn,NY,11201,291 - Heart Failure & Shock w MCC,78,91629.06,24238.83,21347.34
330208,Rochester General Hospital 208,Rochester,NY,14607,293 - Heart Failure & Shock w/o CC/MCC,25,41754.34,14629.12,12249.91
330206,Albany General Hospital 206,Albany,NY,12208,390 - G.I. Obstruction w CC,127,93504.11,15436.99,14246.28
330256,Newburgh General Hospital 256,Newburgh,NY,12550,379 - Gastrointestinal Hemorrhage w/o CC/MCC,57,52617.74,15592.84,13450.22
330266,Elmira General Hospital 266,Elmira,NY,14901,293 - Heart Failure & Shock w/o CC/MCC,22,35049.34,10580.87,8709.95
330257,Riverhead General Hospital 257,Riverhead,NY,11901,"281 - Acute Myocardial Infarction, Discharged Alive w CC",75,44595.52,4273.74,3484.47
330133,New Rochelle General Hospital 133,New Rochelle,NY,10801,554 - Medical Back Problems w/o CC/MCC,4,92265.94,18057.31,14752.54
330245,Staten Island General Hospital 245,Staten Island,NY,10314,389 - G.I. Obstruction w MCC,62,59476.41,17823.55,15265.18
330191,Bayside General Hospital 191,Bayside,NY,11361,389 - G.I. Obstruction w MCC,90,65513.92,25414.16,22946.9
330089,Syracuse General Hospital 89,Syracuse,NY,13210,"394 - Esophagitis, Gastroenteritis & Misc Digest Disorders w/o CC/MCC",54,28161.68,7239.04,5966.15
330219,Hicksville General Hospital 219,Hicksville,NY,11801,377 - Gastrointestinal Hemorrhage w MCC,51,35881.97,11805.14,10010.07
330116,Patchogue General Hospital 116,Patchogue,NY,11772,603 - Cellulitis w/o MCC,55,30881.01,6148.57,4948.99
330127,Buffalo General Hospital 127,Buffalo,NY,14215,389 - G.I. Obstruction w MCC,60,67100.37,15773.34,13277.96
330077,Smithtown General Hospital 77,Smithtown,NY,11787,177 - Respiratory Infections & Inflammations w MCC,87,71454.79,17229.32,14033.35
330075,Mineola General Hospital 75,Mineola,NY,11501,390 - G.I. Obstruction w CC,108,107475.06,18991.61,15808.92
330152,Forest Hills General Hospital 152,Forest Hills,NY,11375,553 - Medical Back Problems w CC,58,23139.57,8310.77,7248.86
330286,Albany General Hospital 286,Albany,NY,12208,196 - Simple Pneumonia & Pleurisy w/o CC/MCC,78,118273.41,43583.54,34600.84
330209,Syracuse General Hospital 209,Syracuse,NY,13210,293 - Heart Failure & Shock w/o CC/MCC,1,30408.43,4472.76,3877.7
330112,Forest Hills General Hospital 112,Forest Hills,NY,11375,"407 - Pancreas, Liver & Shunt Procedures w/o CC/MCC",42,29807.06,6356.45,5156.03
330149,Jamaica General Hospital 149,Jamaica,NY,11432,439 - Disorders of Pancreas Except Malignancy w MCC,78,94999.39,29659.98,27576.05
330171,White Plains General Hospital 171,White Plains,NY,10601,"280 - Acute Myocardial Infarction, Discharged Alive w MCC",44,38889.34,15690.06,11906.17
330263,Schenectady General Hospital 263,Schenectady,NY,12305,638 - Diabetes w CC,16,67289.23,19043.67,13065.33
330264,Utica General Hospital 264,Utica,NY,13501,379 - Gastrointestinal Hemorrhage w/o CC/MCC,19,55563.31,10956.6,8864.47
330223,Schenectady General Hospital 223,Schenectady,NY,12305,292 - Heart Failure & Shock w CC,22,85036.11,15372.68,13604.87
330001,New York General Hospital 1,New York,NY,10001,"394 - Esophagitis, Gastroenteritis & Misc Digest Disorders w/o CC/MCC",76,31542.35,9878.07,7807.97
330054,Poughkeepsie General Hospital 54,Poughkeepsie,NY,12601,682 - Renal Failure w MCC,57,103036.45,28277.7,24339.27
330133,New Rochelle General Hospital 133,New Rochelle,NY,10801,641 - Nutritional & Misc Metabolic Disorders w/o MCC,50,49330.85,11615.46,9589.1
330275,Mineola General Hospital 275,Mineola,NY,11501,379 - Gastrointestinal Hemorrhage w/o CC/MCC,89,55713.37,18452.21,16422.39
330057,Riverhead General Hospital 57,Riverhead,NY,11901,179 - Respiratory Infections & Inflammations w/o CC/MCC,121,20403.56,6472.86,5168.55
330090,Ithaca General Hospital 90,Ithaca,NY,14850,552 - Medical Back Problems w MCC,33,47791.71,16154.16,13253.65
330248,Rochester General Hospital 248,Rochester,NY,14607,440 - Disorders of Pancreas Except Malignancy w CC,65,137641.28,24462.29,19854.77
330156,Patchogue General Hospital 156,Patchogue,NY,11772,"281 - Acute Myocardial Infarction, Discharged Alive w CC",41,43658.03,7789.62,7102.28
330126,Albany General Hospital 126,Albany,NY,12208,179 - Respiratory Infections & Inflammations w/o CC/MCC,82,18820.26,3000.0,2493.78
330024,Utica General Hospital 24,Utica,NY,13501,690 - Kidney & Urinary Tract Infections w/o MCC,20,38151.15,8719.13,7330.21
330138,Garden City General Hospital 138,Garden City,NY,11530,682 - Renal Failure w MCC,52,73231.43,24955.9,22074.17
330078,Huntington General Hospital 78,Huntington,NY,11743,690 - Kidney & Urinary Tract Infections w/o MCC,53,39913.01,13303.01,10677.38
330251,White Plains General Hospital 251,White Plains,NY,10601,178 - Respiratory Infections & Inflammations w CC,57,101070.75,43773.29,37594.38
330085,Staten Island General Hospital 85,Staten Island,NY,10314,641 - Nutritional & Misc Metabolic Disorders w/o MCC,58,31562.12,7080.57,6389.22
330003,Brooklyn General Hospital 3,Brooklyn,NY,11201,293 - Heart Failure & Shock w/o CC/MCC,53,27510.32,10335.11,9634.89
330135,Middletown General Hospital 135,Middletown,NY,10940,641 - Nutritional & Misc Metabolic Disorders w/o MCC,70,44240.11,12382.04,11338.45
330106,Elmira General Hospital 106,Elmira,NY,14901,439 - Disorders of Pancreas Except Malignancy w MCC,59,98955.43,34179.5,28235.37
330145,Watertown General Hospital 145,Watertown,NY,13601,"394 - Esophagitis, Gastroenteritis & Misc Digest Disorders w/o CC/MCC",70,29249.68,6368.88,5112.39
330217,Riverhead General Hospital 217,Riverhead,NY,11901,390 - G.I. Obstruction w CC,90,95130.83,38579.67,32141.29
330139,Hicksville General Hospital 139,Hicksville,NY,11801,"392 - Esophagitis, Gastroenteritis & Misc Digest Disorders w MCC",60,88466.32,24998.68,23137.71
330210,Ithaca General Hospital 210,Ithaca,NY,14850,178 - Respiratory Infections & Inflammations w CC,115,114970.94,27436.97,24663.44
330168,Rochester General Hospital 168,Rochester,NY,14607,179 - Respiratory Infections & Inflammations w/o CC/MCC,10,21796.3,5202.29,4609.17
330085,Staten Island General Hospital 85,Staten Island,NY,10314,391 - G.I. Obstruction w/o CC/MCC,128,41098.48,14209.06,12518.89
330198,Huntington General Hospital 198,Huntington,NY,11743,684 - Renal Failure w/o CC/MCC,48,76074.37,16540.73,13916.11
330245,Staten Island General Hospital 245,Staten Island,NY,10314,439 - Disorders of Pancreas Except Malignancy w MCC,21,130354.62,60314.29,57877.39
330116,Patchogue General Hospital 116,Patchogue,NY,11772,690 - Kidney & Urinary Tract Infections w/o MCC,90,43494.29,12067.28,9920.34
330194,Great Neck General Hospital 194,Great Neck,NY,11021,871 - Septicemia or Severe Sepsis w MCC,27,118340.3,31675.87,28780.56
330084,Queens General Hospital 84,Queens,NY,11355,"407 - Pancreas, Liver & Shunt Procedures w/o CC/MCC",53,34130.09,9248.04,7412.57
330118,Huntington General Hospital 118,Huntington,NY,11743,684 - Renal Failure w/o CC/MCC,44,72846.13,19771.48,17772.49
330289,Syracuse General Hospital 289,Syracuse,NY,13210,250 - Perc Cardiovasc Proc w Non-Drug-Eluting Stent w/o MCC,28,38634.03,12339.82,10699.3
330145,Watertown General Hospital 145,Watertown,NY,13601,378 - Gastrointestinal Hemorrhage w CC,43,44791.64,15076.88,12614.02
330285,Staten Island General Hospital 285,Staten Island,NY,10314,871 - Septicemia or Severe Sepsis w MCC,42,99551.07,18610.35,16778.35
330137,Riverhead General Hospital 137,Riverhead,NY,11901,439 - Disorders of Pancreas Except Malignancy w MCC,29,106981.83,27868.25,23798.14
330097,Riverhead General Hospital 97,Riverhead,NY,11901,603 - Cellulitis w/o MCC,104,32486.12,9290.4,8018.41
330285,Staten Island General Hospital 285,Staten Island,NY,10314,390 - G.I. Obstruction w CC,61,78856.03,35216.43,28998.3
330124,Queens General Hospital 124,Queens,NY,11355,292 - Heart Failure & Shock w CC,80,75367.73,17592.5,14151.19
330019,Hicksville General Hospital 19,Hicksville,NY,11801,553 - Medical Back Problems w CC,69,33729.99,11240.83,9588.48
330097,Riverhead General Hospital 97,Riverhead,NY,11901,554 - Medical Back Problems w/o CC/MCC,66,93014.42,20987.96,18623.03
330083,Brooklyn General Hospital 83,Brooklyn,NY,11201,441 - Disorders of Pancreas Except Malignancy w/o CC/MCC,104,77826.6,24692.96,20313.39
330098,Garden City General Hospital 98,Garden City,NY,11530,195 - Simple Pneumonia & Pleurisy w CC,40,19446.85,4948.74,4086.01
330071,Bayside General Hospital 71,Bayside,NY,11361,249 - Perc Cardiovasc Proc w Non-Drug-Eluting Stent w MCC,112,26401.06,4789.41,3292.64
330234,Great Neck General Hospital 234,Great Neck,NY,11021,641 - Nutritional & Misc Metabolic Disorders w/o MCC,51,42651.19,9419.93,7895.8
330259,Hicksville General Hospital 259,Hicksville,NY,11801,684 - Renal Failure w/o CC/MCC,24,91302.32,20806.32,16065.76
330060,New Hyde Park General Hospital 60,New Hyde Park,NY,11040,331 - Major Small & Large Bowel Procedures w/o CC/MCC,56,97448.41,21996.39,17931.67
330160,Plainview General Hospital 160,Plainview,NY,11803,331 - Major Small & Large Bowel Procedures w/o CC/MCC,72,93222.58,30067.12,23671.88
330199,Bay Shore General Hospital 199,Bay Shore,NY,11706,553 - Medical Back Problems w CC,55,27245.13,7834.39,7127.58
330103,Schenectady General Hospital 103,Schenectady,NY,12305,379 - Gastrointestinal Hemorrhage w/o CC/MCC,14,73890.0,13991.21,11934.26
330114,Great Neck General Hospital 114,Great Neck,NY,11021,682 - Renal Failure w MCC,62,103437.97,31478.11,25646.12
330156,Patchogue General Hospital 156,Patchogue,NY,11772,469 - Major Joint Replacement w MCC,56,125110.48,52265.89,40813.6
330001,New York General Hospital 1,New York,NY,10001,179 - Respiratory Infections & Inflammations w/o CC/MCC,47,21331.61,6506.09,6010.95
330051,White Plains General Hospital 51,White Plains,NY,10601,684 - Renal Failure w/o CC/MCC,62,82061.34,33377.35,30398.33
330228,Melville General Hospital 228,Melville,NY,11747,293 - Heart Failure & Shock w/o CC/MCC,41,41564.19,11830.76,9363.03
330028,Melville General Hospital 28,Melville,NY,11747,378 - Gastrointestinal Hemorrhage w CC,65,36155.04,11051.59,9181.73
330234,Great Neck General Hospital 234,Great Neck,NY,11021,177 - Respiratory Infections & Inflammations w MCC,80,83645.47,22941.8,20223.33
330063,Schenectady General Hospital 63,Schenectady,NY,12305,638 - Diabetes w CC,24,72269.43,12876.75,11016.6
330246,Albany General Hospital 246,Albany,NY,12208,291 - Heart Failure & Shock w MCC,87,96797.27,31777.48,31141.93
330231,Bayside General Hospital 231,Bayside,NY,11361,194 - Simple Pneumonia & Pleurisy w MCC,95,43178.71,14206.21,11721.15
330093,New Rochelle General Hospital 93,New Rochelle,NY,10801,"405 - Pancreas, Liver & Shunt Procedures w MCC",43,86364.56,22028.05,19356.81
330163,Brooklyn General Hospital 163,Brooklyn,NY,11201,441 - Disorders of Pancreas Except Malignancy w/o CC/MCC,44,115403.18,34751.33,28069.67
330187,Auburn General Hospital 187,Auburn,NY,13021,470 - Major Joint Replacement w/o MCC,67,53887.36,13770.61,13019.55
330024,Utica General Hospital 24,Utica,NY,13501,330 - Major Small & Large Bowel Procedures w CC,50,46235.39,9651.94,7708.33
330227,Auburn General Hospital 227,Auburn,NY,13021,249 - Perc Cardiovasc Proc w Non-Drug-Eluting Stent w MCC,72,34079.98,7368.58,6728.99
330268,Melville General Hospital 268,Melville,NY,11747,"407 - Pancreas, Liver & Shunt Procedures w/o CC/MCC",90,29196.9,11218.32,9314.17
330122,Bronx General Hospital 122,Bronx,NY,10451,250 - Perc Cardiovasc Proc w Non-Drug-Eluting Stent w/o MCC,47,40923.57,13227.87,11027.41
330178,Garden City General Hospital 178,Garden City,NY,11530,553 - Medical Back Problems w CC,89,34483.67,8225.75,7165.27
330130,Ithaca General Hospital 130,Ithaca,NY,14850,"392 - Esophagitis, Gastroenteritis & Misc Digest Disorders w MCC",54,87558.14,36102.57,30382.48
330007,Buffalo General Hospital 7,Buffalo,NY,14215,247 - Perc Cardiovasc Proc w Drug-Eluting Stent w MCC or 4+ Vessels/Stents,51,113245.35,43525.94,37320.6
330026,Elmira General Hospital 26,Elmira,NY,14901,641 - Nutritional & Misc Metabolic Disorders w/o MCC,30,43246.08,6127.22,5033.41
330086,Albany General Hospital 86,Albany,NY,12208,553 - Medical Back Problems w CC,67,24192.19,7124.05,5813.43
330189,Jamaica General Hospital 189,Jamaica,NY,11432,195 - Simple Pneumonia & Pleurisy w CC,54,29447.03,13052.07,11155.79
330018,Garden City General Hospital 18,Garden City,NY,11530,390 - G.I. Obstruction w CC,57,99599.27,26840.31,24413.55
330196,Patchogue General Hospital 196,Patchogue,NY,11772,389 - G.I. Obstruction w MCC,62,70472.01,10719.6,9187.9
330066,Elmira General Hospital 66,Elmira,NY,14901,330 - Major Small & Large Bowel Procedures w CC,62,45164.85,7955.05,7429.21
330010,Ithaca General Hospital 10,Ithaca,NY,14850,"393 - Esophagitis, Gastroenteritis & Misc Digest Disorders w CC",90,43350.88,12696.15,11934.7
330215,Middletown General Hospital 215,Middletown,NY,10940,377 - Gastrointestinal Hemorrhage w MCC,57,41123.87,16750.14,13239.71
330159,Bay Shore General Hospital 159,Bay Shore,NY,11706,"407 - Pancreas, Liver & Shunt Procedures w/o CC/MCC",40,25951.7,5103.38,4588.42
330199,Bay Shore General Hospital 199,Bay Shore,NY,11706,248 - Perc Cardiovasc Proc w Drug-Eluting Stent w/o MCC,70,95776.52,27010.82,20983.15
330229,Jamaica General Hospital 229,Jamaica,NY,11432,389 - G.I. Obstruction w MCC,32,87306.5,25155.58,21552.91
330247,Buffalo General Hospital 247,Buffalo,NY,14215,553 - Medical Back Problems w CC,62,24623.8,6879.33,5502.86
330067,Auburn General Hospital 67,Auburn,NY,13021,554 - Medical Back Problems w/o CC/MCC,102,100395.97,30385.27,25795.07
330254,Poughkeepsie General Hospital 254,Poughkeepsie,NY,12601,440 - Disorders of Pancreas Except Malignancy w CC,96,139282.16,39739.51,36857.93
330136,Newburgh General Hospital 136,Newburgh,NY,12550,391 - G.I. Obstruction w/o CC/MCC,52,40153.2,12276.96,10655.47
330084,Queens General Hospital 84,Queens,NY,11355,690 - Kidney & Urinary Tract Infections w/o MCC,82,45649.31,13803.79,12795.31
330200,Plainview General Hospital 200,Plainview,NY,11803,"406 - Pancreas, Liver & Shunt Procedures w CC",74,39043.25,8489.6,6930.96
330023,Schenectady General Hospital 23,Schenectady,NY,12305,872 - Septicemia or Severe Sepsis w/o MCC,59,95197.75,25430.2,20540.39
330232,Forest Hills General Hospital 232,Forest Hills,NY,11375,553 - Medical Back Problems w CC,28,30564.73,8363.94,6879.16
330028,Melville General Hospital 28,Melville,NY,11747,330 - Major Small & Large Bowel Procedures w CC,52,56659.66,15109.36,12409.26
330106,Elmira General Hospital 106,Elmira,NY,14901,689 - Kidney & Urinary Tract Infections w MCC,65,90737.53,18182.55,15880.92
330005,Staten Island General Hospital 5,Staten Island,NY,10314,689 - Kidney & Urinary Tract Infections w MCC,89,70611.45,14236.9,11179.75
330244,Queens General Hospital 244,Queens,NY,11355,378 - Gastrointestinal Hemorrhage w CC,64,48695.38,16648.89,13150.89
330175,Middletown General Hospital 175,Middletown,NY,10940,603 - Cellulitis w/o MCC,31,34137.96,8556.15,8357.77
330006,Albany General Hospital 6,Albany,NY,12208,"393 - Esophagitis, Gastroenteritis & Misc Digest Disorders w CC",71,72093.47,21799.96,16793.61
330136,Newburgh General Hospital 136,Newburgh,NY,12550,378 - Gastrointestinal Hemorrhage w CC,47,55919.54,16790.48,13958.58
330141,Mount Kisco General Hospital 141,Mount Kisco,NY,10549,195 - Simple Pneumonia & Pleurisy w CC,80,27382.04,7110.23,6896.7
330166,Albany General Hospital 166,Albany,NY,12208,249 - Perc Cardiovasc Proc w Non-Drug-Eluting Stent w MCC,11,29949.32,6359.55,5261.63
330258,Garden City General Hospital 258,Garden City,NY,11530,641 - Nutritional & Misc Metabolic Disorders w/o MCC,53,51537.6,15579.42,13991.13
330122,Bronx General Hospital 122,Bronx,NY,10451,553 - Medical Back Problems w CC,13,20501.51,4922.4,3793.13
330087,Buffalo General Hospital 87,Buffalo,NY,14215,248 - Perc Cardiovasc Proc w Drug-Eluting Stent w/o MCC,86,134497.8,26478.3,24083.65
330213,New Rochelle General Hospital 213,New Rochelle,NY,10801,470 - Major Joint Replacement w/o MCC,49,58952.53,15116.03,12157.08
330167,Buffalo General Hospital 167,Buffalo,NY,14215,196 - Simple Pneumonia & Pleurisy w/o CC/MCC,91,96273.23,20768.64,17871.65
330270,Flushing General Hospital 270,Flushing,NY,11354,377 - Gastrointestinal Hemorrhage w MCC,41,33497.82,10403.53,10016.23
330024,Utica General Hospital 24,Utica,NY,13501,552 - Medical Back Problems w MCC,57,48232.58,18410.03,17055.74
330159,Bay Shore General Hospital 159,Bay Shore,NY,11706,"280 - Acute Myocardial Infarction, Discharged Alive w MCC",22,39480.46,14136.44,11972.11
330108,Melville General Hospital 108,Melville,NY,11747,331 - Major Small & Large Bowel Procedures w/o CC/MCC,76,66986.96,15532.71,12922.13
330052,Yonkers General Hospital 52,Yonkers,NY,10701,379 - Gastrointestinal Hemorrhage w/o CC/MCC,50,64893.15,18821.61,15220.69
330022,Troy General Hospital 22,Troy,NY,12180,331 - Major Small & Large Bowel Procedures w/o CC/MCC,36,91915.71,25744.93,22392.19
330171,White Plains General Hospital 171,White Plains,NY,10601,638 - Diabetes w CC,33,73983.67,28148.08,27444.74
330153,Stony Brook General Hospital 153,Stony Brook,NY,11790,639 - Diabetes w/o CC/MCC,69,22706.27,9551.8,8195.72
330006,Albany General Hospital 6,Albany,NY,12208,196 - Simple Pneumonia & Pleurisy w/o CC/MCC,65,96641.9,40008.03,33625.38
330207,Buffalo General Hospital 207,Buffalo,NY,14215,872 - Septicemia or Severe Sepsis w/o MCC,38,83875.54,23918.0,21478.04
330126,Albany General Hospital 126,Albany,NY,12208,"394 - Esophagitis, Gastroenteritis & Misc Digest Disorders w/o CC/MCC",59,19976.59,5799.43,4971.72
330103,Schenectady General Hospital 103,Schenectady,NY,12305,682 - Renal Failure w MCC,45,80329.43,24396.06,22911.84
330110,Flushing General Hospital 110,Flushing,NY,11354,330 - Major Small & Large Bowel Procedures w CC,50,47992.28,14097.82,13102.29
330149,Jamaica General Hospital 149,Jamaica,NY,11432,179 - Respiratory Infections & Inflammations w/o CC/MCC,71,20968.15,5284.04,4346.16
330059,Hicksville General Hospital 59,Hicksville,NY,11801,"407 - Pancreas, Liver & Shunt Procedures w/o CC/MCC",46,23083.91,6346.38,5344.76
330131,White Plains General Hospital 131,White Plains,NY,10601,178 - Respiratory Infections & Inflammations w CC,42,104643.92,36683.65,27551.36
330157,Smithtown General Hospital 157,Smithtown,NY,11787,638 - Diabetes w CC,66,67062.99,23174.19,19067.54
330027,Auburn General Hospital 27,Auburn,NY,13021,"392 - Esophagitis, Gastroenteritis & Misc Digest Disorders w MCC",79,72233.13,25528.67,21662.08
330101,Mount Kisco General Hospital 101,Mount Kisco,NY,10549,331 - Major Small & Large Bowel Procedures w/o CC/MCC,59,90571.73,29625.19,23814.58
330223,Schenectady General Hospital 223,Schenectady,NY,12305,469 - Major Joint Replacement w MCC,104,124581.82,54748.64,47086.36
330119,Bay Shore General Hospital 119,Bay Shore,NY,11706,390 - G.I. Obstruction w CC,61,114615.19,41603.44,36624.53
330092,Yonkers General Hospital 92,Yonkers,NY,10701,"392 - Esophagitis, Gastroenteritis & Misc Digest Disorders w MCC",27,84580.88,30348.9,25146.45
330228,Melville General Hospital 228,Melville,NY,11747,638 - Diabetes w CC,57,50888.74,11095.68,8331.25
330151,Bayside General Hospital 151,Bayside,NY,11361,377 - Gastrointestinal Hemorrhage w MCC,93,38379.57,11415.12,8885.19
330127,Buffalo General Hospital 127,Buffalo,NY,14215,683 - Renal Failure w CC,32,57047.83,14064.86,11584.05
330073,Stony Brook General Hospital 73,Stony Brook,NY,11790,683 - Renal Failure w CC,76,58535.97,19494.9,15313.08
330012,Yonkers General Hospital 12,Yonkers,NY,10701,689 - Kidney & Urinary Tract Infections w MCC,52,76633.51,37471.34,32539.14
330013,New Rochelle General Hospital 13,New Rochelle,NY,10801,"393 - Esophagitis, Gastroenteritis & Misc Digest Disorders w CC",97,79427.1,27256.16,21930.64
330102,Troy General Hospital 102,Troy,NY,12180,554 - Medical Back Problems w/o CC/MCC,43,113821.63,23245.69,18354.39
330212,Yonkers General Hospital 212,Yonkers,NY,10701,469 - Major Joint Replacement w MCC,49,113208.41,33408.99,29507.21
330067,Auburn General Hospital 67,Auburn,NY,13021,638 - Diabetes w CC,50,61663.7,15990.4,13758.01
330238,Huntington General Hospital 238,Huntington,NY,11743,553 - Medical Back Problems w CC,61,27303.29,7536.47,7051.41
330245,Staten Island General Hospital 245,Staten Island,NY,10314,330 - Major Small & Large Bowel Procedures w CC,56,57404.86,15446.3,12822.83
330168,Rochester General Hospital 168,Rochester,NY,14607,689 - Kidney & Urinary Tract Infections w MCC,84,68716.64,17581.08,13248.4
330231,Bayside General Hospital 231,Bayside,NY,11361,292 - Heart Failure & Shock w CC,70,96939.52,32355.89,27311.34
330227,Auburn General Hospital 227,Auburn,NY,13021,379 - Gastrointestinal Hemorrhage w/o CC/MCC,41,67965.91,24885.27,21359.42
330049,Syracuse General Hospital 49,Syracuse,NY,13210,331 - Major Small & Large Bowel Procedures w/o CC/MCC,57,70734.11,17100.79,15016.98
330275,Mineola General Hospital 275,Mineola,NY,11501,439 - Disorders of Pancreas Except Malignancy w MCC,49,119481.51,33600.46,27740.68
330286,Albany General Hospital 286,Albany,NY,12208,293 - Heart Failure & Shock w/o CC/MCC,43,45201.62,11112.63,9617.21
330137,Riverhead General Hospital 137,Riverhead,NY,11901,553 - Medical Back Problems w CC,93,33319.77,9520.72,8771.84
330257,Riverhead General Hospital 257,Riverhead,NY,11901,"282 - Acute Myocardial Infarction, Discharged Alive w/o CC/MCC",81,67842.93,18307.47,16514.24
330162,Bronx General Hospital 162,Bronx,NY,10451,179 - Respiratory Infections & Inflammations w/o CC/MCC,69,21242.02,3846.61,2767.65
330208,Rochester General Hospital 208,Rochester,NY,14607,872 - Septicemia or Severe Sepsis w/o MCC,47,89858.99,22275.17,20361.06
330278,Huntington General Hospital 278,Huntington,NY,11743,194 - Simple Pneumonia & Pleurisy w MCC,82,35649.63,13372.93,11463.22
330070,Flushing General Hospital 70,Flushing,NY,11354,"280 - Acute Myocardial Infarction, Discharged Alive w MCC",5,37800.74,12708.27,10377.71
330123,Brooklyn General Hospital 123,Brooklyn,NY,11201,195 - Simple Pneumonia & Pleurisy w CC,45,29399.79,8643.61,7463.02
330275,Mineola General Hospital 275,Mineola,NY,11501,"406 - Pancreas, Liver & Shunt Procedures w CC",29,33531.19,8302.14,6644.8
330106,Elmira General Hospital 106,Elmira,NY,14901,"394 - Esophagitis, Gastroenteritis & Misc Digest Disorders w/o CC/MCC",68,17904.03,3445.99,2898.7
330173,New Rochelle General Hospital 173,New Rochelle,NY,10801,638 - Diabetes w CC,65,84912.19,33120.69,30267.42
330029,Jamaica General Hospital 29,Jamaica,NY,11432,871 - Septicemia or Severe Sepsis w MCC,87,120117.59,31338.04,25327.89
330118,Huntington General Hospital 118,Huntington,NY,11743,"393 - Esophagitis, Gastroenteritis & Misc Digest Disorders w CC",29,86046.21,22515.02,21052.42
330251,White Plains General Hospital 251,White Plains,NY,10601,378 - Gastrointestinal Hemorrhage w CC,75,47564.71,15221.86,13210.45
330251,White Plains General Hospital 251,White Plains,NY,10601,553 - Medical Back Problems w CC,102,30597.58,8453.04,8093.1
330211,White Plains General Hospital 211,White Plains,NY,10601,"405 - Pancreas, Liver & Shunt Procedures w MCC",25,85886.14,26430.03,21960.3
330239,Bay Shore General Hospital 239,Bay Shore,NY,11706,390 - G.I. Obstruction w CC,117,100863.34,20957.06,16965.64
330160,Plainview General Hospital 160,Plainview,NY,11803,250 - Perc Cardiovasc Proc w Non-Drug-Eluting Stent w/o MCC,56,33936.06,5084.7,4348.09
330282,Bronx General Hospital 282,Bronx,NY,10451,639 - Diabetes w/o CC/MCC,79,21751.5,5983.35,4916.26
330095,Middletown General Hospital 95,Middletown,NY,10940,291 - Heart Failure & Shock w MCC,46,89501.98,21653.56,18232.36
330015,Middletown General Hospital 15,Middletown,NY,10940,291 - Heart Failure & Shock w MCC,33,81672.76,19389.01,15967.84
330108,Melville General Hospital 108,Melville,NY,11747,248 - Perc Cardiovasc Proc w Drug-Eluting Stent w/o MCC,53,84757.57,33644.54,29330.68
330238,Huntington General Hospital 238,Huntington,NY,11743,872 - Septicemia or Severe Sepsis w/o MCC,25,112071.89,17763.94,16772.51
